ספר תהלים/קז	0	<noinclude>{{תבנית:טעמי המקרא באינטרנט}}//{{מ:שוליים|5}}//{{תבנית:משתמש:Dovi/טעמי המקרא}}//</noinclude>		
ספר תהלים/קז	א	{{מ:רווח לספר בתהלים|ספר חמישי}}	{{מ:פסוק|תהלים|קז|א}}	הֹד֣וּ לַיהֹוָ֣ה כִּי־ט֑וֹב{{ר1}}כִּ֖י לְעוֹלָ֣ם חַסְדּֽוֹ׃
ספר תהלים/קז	ב	{{ר4}}	{{מ:פסוק|תהלים|קז|ב}}	יֹ֭אמְרוּ גְּאוּלֵ֣י יְהֹוָ֑ה{{ר1}}אֲשֶׁ֥ר גְּ֝אָלָ֗ם מִיַּד־צָֽר׃
ספר תהלים/קז	ג	{{ר4}}	{{מ:פסוק|תהלים|קז|ג}}	וּֽמֵאֲרָצ֗וֹת{{ר0}}קִ֫בְּצָ֥ם{{ר1}}מִמִּזְרָ֥ח וּמִֽמַּעֲרָ֑ב{{ר1}}מִצָּפ֥וֹן וּמִיָּֽם׃
ספר תהלים/קז	ד	{{ר4}}	{{מ:פסוק|תהלים|קז|ד}}	תָּע֣וּ בַ֭מִּדְבָּר בִּישִׁימ֣וֹן דָּ֑רֶךְ{{ר1}}עִ֥יר מ֝וֹשָׁ֗ב לֹ֣א מָצָֽאוּ׃
ספר תהלים/קז	ה	{{ר4}}	{{מ:פסוק|תהלים|קז|ה}}	"רְעֵבִ֥ים גַּם־צְמֵאִ֑ים{{ר1}}נַ֝פְשָׁ֗ם בָּהֶ֥ם {{נוסח|תִּתְעַטָּֽף|=לש1 ובדפוסים|א=תִתְעַטָּֽף (תי""ו ראשונה רפויה, וסימן הרפה בין שתי אותיות התי""ו}}׃"
ספר תהלים/קז	ו	{{ר4}}	{{מ:פסוק|תהלים|קז|ו}}	וַיִּצְעֲק֣וּ אֶל־יְ֭הֹוָה בַּצַּ֣ר לָהֶ֑ם{{ר1}}מִ֝מְּצ֥וּקוֹתֵיהֶ֗ם יַצִּילֵֽם׃
ספר תהלים/קז	ז	{{ר4}}	{{מ:פסוק|תהלים|קז|ז}}	וַֽ֭יַּדְרִיכֵם בְּדֶ֣רֶךְ יְשָׁרָ֑ה{{ר1}}לָ֝לֶ֗כֶת אֶל־עִ֥יר מוֹשָֽׁב׃
ספר תהלים/קז	ח	{{ר4}}	{{מ:פסוק|תהלים|קז|ח}}	יוֹד֣וּ לַיהֹוָ֣ה חַסְדּ֑וֹ{{ר1}}וְ֝נִפְלְאוֹתָ֗יו לִבְנֵ֥י אָדָֽם׃
ספר תהלים/קז	ט	{{ר4}}	{{מ:פסוק|תהלים|קז|ט}}	כִּֽי־הִ֭שְׂבִּיעַ נֶ֣פֶשׁ שֹׁקֵקָ֑ה{{ר1}}וְנֶ֥פֶשׁ רְ֝עֵבָ֗ה מִלֵּא־טֽוֹב׃
ספר תהלים/קז	י	{{ר4}}	{{מ:פסוק|תהלים|קז|י}}	יֹ֭שְׁבֵי חֹ֣שֶׁךְ וְצַלְמָ֑וֶת{{ר1}}אֲסִירֵ֖י עֳנִ֣י וּבַרְזֶֽל׃
ספר תהלים/קז	יא	{{ר4}}	{{מ:פסוק|תהלים|קז|יא}}	כִּֽי־הִמְר֥וּ אִמְרֵי־אֵ֑ל{{ר1}}וַעֲצַ֖ת עֶלְי֣וֹן נָאָֽצוּ׃
ספר תהלים/קז	יב	{{ר4}}	{{מ:פסוק|תהלים|קז|יב}}	וַיַּכְנַ֣ע בֶּעָמָ֣ל לִבָּ֑ם{{ר1}}כָּ֝שְׁל֗וּ וְאֵ֣ין עֹזֵֽר׃
ספר תהלים/קז	יג	{{ר4}}	{{מ:פסוק|תהלים|קז|יג}}	וַיִּזְעֲק֣וּ אֶל־יְ֭הֹוָה בַּצַּ֣ר לָהֶ֑ם{{ר1}}מִ֝מְּצֻ֥קוֹתֵיהֶ֗ם יוֹשִׁיעֵֽם׃
ספר תהלים/קז	יד	{{ר4}}	{{מ:פסוק|תהלים|קז|יד}}	י֭וֹצִיאֵם מֵחֹ֣שֶׁךְ וְצַלְמָ֑וֶת{{ר1}}וּמוֹסְר֖וֹתֵיהֶ֣ם יְנַתֵּֽק׃
ספר תהלים/קז	טו	{{ר4}}	{{מ:פסוק|תהלים|קז|טו}}	יוֹד֣וּ לַיהֹוָ֣ה חַסְדּ֑וֹ{{ר1}}וְ֝נִפְלְאוֹתָ֗יו לִבְנֵ֥י אָדָֽם׃
ספר תהלים/קז	טז	{{ר4}}	{{מ:פסוק|תהלים|קז|טז}}	כִּֽי־שִׁ֭בַּר דַּלְת֣וֹת נְחֹ֑שֶׁת{{ר1}}וּבְרִיחֵ֖י בַרְזֶ֣ל גִּדֵּֽעַ׃
ספר תהלים/קז	יז	{{ר4}}	{{מ:פסוק|תהלים|קז|יז}}	אֱ֭וִלִים מִדֶּ֣רֶךְ פִּשְׁעָ֑ם{{ר1}}וּֽ֝מֵעֲוֺ֥נֹתֵיהֶ֗ם יִתְעַנּֽוּ׃
ספר תהלים/קז	יח	{{ר4}}	{{מ:פסוק|תהלים|קז|יח}}	כׇּל־אֹ֭כֶל תְּתַעֵ֣ב נַפְשָׁ֑ם{{ר1}}וַ֝יַּגִּ֗יעוּ {{נוסח|עַד־שַׁ֥עֲרֵי מָֽוֶת|א=עַד־שַׁ֥עֲרֵי־מָֽוֶת (מקף שני בתיבת משרת)}}׃
